ihh,title,author,genre,quantity,shelf,ISBN,category
B07537,Animal Farm — Library07537,George Orwell,Satire,1,H37,LIB0000007537,Leisure
B07538,Angels & Demons — Library07538,Dan Brown,Thriller,0,H38,LIB0000007538,Leisure
B07539,Percy Jackson: The Lightning Thief — Library07539,Rick Riordan,Fantasy,1,H39,LIB0000007539,Leisure
B07540,Murder on the Orient Express — Library07540,Agatha Christie,Mystery,0,H40,LIB0000007540,Leisure
B07541,The Psychology of Money — Library07541,Morgan Housel,Finance,2,H41,LIB0000007541,Academic
B07542,The Hunger Games — Library07542,Suzanne Collins,Dystopian,4,H42,LIB0000007542,Leisure
B07543,The Hunger Games — Library07543,Suzanne Collins,Dystopian,5,H43,LIB0000007543,Leisure
B07544,Ikigai — Library07544,Héctor García,Self-Help,0,H44,LIB0000007544,Leisure
B07545,Pride and Prejudice — Library07545,Jane Austen,Romance,2,H45,LIB0000007545,Leisure
B07546,Percy Jackson: The Lightning Thief — Library07546,Rick Riordan,Fantasy,4,H46,LIB0000007546,Leisure
B07547,Sherlock Holmes — Library07547,Arthur Conan Doyle,Mystery,0,H47,LIB0000007547,Leisure
B07548,Sherlock Holmes — Library07548,Arthur Conan Doyle,Mystery,3,H48,LIB0000007548,Leisure
B07549,The Hobbit — Library07549,J.R.R. Tolkien,Fantasy,0,H49,LIB0000007549,Leisure
B07550,To Kill a Mockingbird — Library07550,Harper Lee,Fiction,0,H50,LIB0000007550,Leisure
B07551,Animal Farm — Library07551,George Orwell,Satire,0,H1,LIB0000007551,Leisure
B07552,The Great Gatsby — Library07552,F. Scott Fitzgerald,Classic,2,H2,LIB0000007552,Leisure
B07553,The Catcher in the Rye — Library07553,J.D. Salinger,Coming-of-Age,4,H3,LIB0000007553,Leisure
B07554,The Hunger Games — Library07554,Suzanne Collins,Dystopian,2,H4,LIB0000007554,Leisure
B07555,The Psychology of Money — Library07555,Morgan Housel,Finance,3,H5,LIB0000007555,Academic
B07556,Atomic Habits — Library07556,James Clear,Self-Help,2,H6,LIB0000007556,Leisure
B07557,The Alchemist — Library07557,Paulo Coelho,Fiction,5,H7,LIB0000007557,Leisure
B07558,It Ends with Us — Library07558,Colleen Hoover,Romance,0,H8,LIB0000007558,Leisure
B07559,To Kill a Mockingbird — Library07559,Harper Lee,Fiction,3,H9,LIB0000007559,Leisure
B07560,The Diary of a Young Girl — Library07560,Anne Frank,Biography,5,H10,LIB0000007560,Leisure
B07561,The Da Vinci Code — Library07561,Dan Brown,Mystery,0,H11,LIB0000007561,Leisure
B07562,The Da Vinci Code — Library07562,Dan Brown,Mystery,1,H12,LIB0000007562,Leisure
B07563,Harry Potter and the Philosopher's Stone — Library07563,J.K. Rowling,Fantasy,4,H13,LIB0000007563,Leisure
B07564,Rich Dad Poor Dad — Library07564,Robert Kiyosaki,Finance,3,H14,LIB0000007564,Academic
B07565,A Thousand Splendid Suns — Library07565,Khaled Hosseini,Historical Fiction,4,H15,LIB0000007565,Leisure
B07566,Educated — Library07566,Tara Westover,Memoir,0,H16,LIB0000007566,Leisure
B07567,Animal Farm — Library07567,George Orwell,Satire,1,H17,LIB0000007567,Leisure
B07568,The Alchemist — Library07568,Paulo Coelho,Fiction,5,H18,LIB0000007568,Leisure
B07569,The Kite Runner — Library07569,Khaled Hosseini,Historical Fiction,0,H19,LIB0000007569,Leisure
B07570,The Diary of a Young Girl — Library07570,Anne Frank,Biography,5,H20,LIB0000007570,Leisure
B07571,Percy Jackson: The Lightning Thief — Library07571,Rick Riordan,Fantasy,5,H21,LIB0000007571,Leisure
B07572,Pride and Prejudice — Library07572,Jane Austen,Romance,1,H22,LIB0000007572,Leisure
B07573,Rich Dad Poor Dad — Library07573,Robert Kiyosaki,Finance,5,H23,LIB0000007573,Academic
B07574,The Silent Patient — Library07574,Alex Michaelides,Thriller,1,H24,LIB0000007574,Leisure
B07575,The Psychology of Money — Library07575,Morgan Housel,Finance,5,H25,LIB0000007575,Academic
B07576,The Book Thief — Library07576,Markus Zusak,Historical Fiction,4,H26,LIB0000007576,Leisure
B07577,The Da Vinci Code — Library07577,Dan Brown,Mystery,5,H27,LIB0000007577,Leisure
B07578,Murder on the Orient Express — Library07578,Agatha Christie,Mystery,5,H28,LIB0000007578,Leisure
B07579,The Da Vinci Code — Library07579,Dan Brown,Mystery,2,H29,LIB0000007579,Leisure
B07580,The Kite Runner — Library07580,Khaled Hosseini,Historical Fiction,1,H30,LIB0000007580,Leisure
B07581,To Kill a Mockingbird — Library07581,Harper Lee,Fiction,2,H31,LIB0000007581,Leisure
B07582,The Great Gatsby — Library07582,F. Scott Fitzgerald,Classic,4,H32,LIB0000007582,Leisure
B07583,Educated — Library07583,Tara Westover,Memoir,3,H33,LIB0000007583,Leisure
B07584,The Hobbit — Library07584,J.R.R. Tolkien,Fantasy,5,H34,LIB0000007584,Leisure
B07585,The Psychology of Money — Library07585,Morgan Housel,Finance,5,H35,LIB0000007585,Academic
B07586,The Catcher in the Rye — Library07586,J.D. Salinger,Coming-of-Age,1,H36,LIB0000007586,Leisure
B07587,The Hunger Games — Library07587,Suzanne Collins,Dystopian,4,H37,LIB0000007587,Leisure
B07588,Murder on the Orient Express — Library07588,Agatha Christie,Mystery,0,H38,LIB0000007588,Leisure
B07589,The Alchemist — Library07589,Paulo Coelho,Fiction,4,H39,LIB0000007589,Leisure
B07590,The Silent Patient — Library07590,Alex Michaelides,Thriller,3,H40,LIB0000007590,Leisure
B07591,"The Lion, the Witch and the Wardrobe — Library07591",C.S. Lewis,Fantasy,0,H41,LIB0000007591,Leisure
B07592,The Alchemist — Library07592,Paulo Coelho,Fiction,2,H42,LIB0000007592,Leisure
B07593,Angels & Demons — Library07593,Dan Brown,Thriller,0,H43,LIB0000007593,Leisure
B07594,A Thousand Splendid Suns — Library07594,Khaled Hosseini,Historical Fiction,0,H44,LIB0000007594,Leisure
B07595,The Kite Runner — Library07595,Khaled Hosseini,Historical Fiction,2,H45,LIB0000007595,Leisure
B07596,The Book Thief — Library07596,Markus Zusak,Historical Fiction,2,H46,LIB0000007596,Leisure
B07597,The Book Thief — Library07597,Markus Zusak,Historical Fiction,0,H47,LIB0000007597,Leisure
B07598,1984 — Library07598,George Orwell,Dystopian,4,H48,LIB0000007598,Leisure
B07599,The Great Gatsby — Library07599,F. Scott Fitzgerald,Classic,2,H49,LIB0000007599,Leisure
B07600,Percy Jackson: The Lightning Thief — Library07600,Rick Riordan,Fantasy,0,H50,LIB0000007600,Leisure
B07601,The Book Thief — Library07601,Markus Zusak,Historical Fiction,5,H1,LIB0000007601,Leisure
B07602,The Psychology of Money — Library07602,Morgan Housel,Finance,3,H2,LIB0000007602,Academic
B07603,1984 — Library07603,George Orwell,Dystopian,3,H3,LIB0000007603,Leisure
B07604,1984 — Library07604,George Orwell,Dystopian,3,H4,LIB0000007604,Leisure
B07605,The Silent Patient — Library07605,Alex Michaelides,Thriller,1,H5,LIB0000007605,Leisure
B07606,"The Lion, the Witch and the Wardrobe — Library07606",C.S. Lewis,Fantasy,4,H6,LIB0000007606,Leisure
B07607,A Thousand Splendid Suns — Library07607,Khaled Hosseini,Historical Fiction,0,H7,LIB0000007607,Leisure
B07608,The Great Gatsby — Library07608,F. Scott Fitzgerald,Classic,2,H8,LIB0000007608,Leisure
B07609,The Catcher in the Rye — Library07609,J.D. Salinger,Coming-of-Age,3,H9,LIB0000007609,Leisure
B07610,Educated — Library07610,Tara Westover,Memoir,4,H10,LIB0000007610,Leisure
B07611,Ikigai — Library07611,Héctor García,Self-Help,5,H11,LIB0000007611,Leisure
B07612,The Alchemist — Library07612,Paulo Coelho,Fiction,3,H12,LIB0000007612,Leisure
B07613,The Great Gatsby — Library07613,F. Scott Fitzgerald,Classic,4,H13,LIB0000007613,Leisure
B07614,Educated — Library07614,Tara Westover,Memoir,4,H14,LIB0000007614,Leisure
B07615,To Kill a Mockingbird — Library07615,Harper Lee,Fiction,2,H15,LIB0000007615,Leisure
B07616,Percy Jackson: The Lightning Thief — Library07616,Rick Riordan,Fantasy,5,H16,LIB0000007616,Leisure
B07617,The Fault in Our Stars — Library07617,John Green,Romance,4,H17,LIB0000007617,Leisure
B07618,The Kite Runner — Library07618,Khaled Hosseini,Historical Fiction,2,H18,LIB0000007618,Leisure
B07619,The Diary of a Young Girl — Library07619,Anne Frank,Biography,5,H19,LIB0000007619,Leisure
B07620,The Hobbit — Library07620,J.R.R. Tolkien,Fantasy,4,H20,LIB0000007620,Leisure
B07621,The Silent Patient — Library07621,Alex Michaelides,Thriller,0,H21,LIB0000007621,Leisure
B07622,Atomic Habits — Library07622,James Clear,Self-Help,1,H22,LIB0000007622,Leisure
B07623,The Midnight Library — Library07623,Matt Haig,Fiction,4,H23,LIB0000007623,Leisure
B07624,Harry Potter and the Philosopher's Stone — Library07624,J.K. Rowling,Fantasy,1,H24,LIB0000007624,Leisure
B07625,Educated — Library07625,Tara Westover,Memoir,0,H25,LIB0000007625,Leisure
B07626,Animal Farm — Library07626,George Orwell,Satire,3,H26,LIB0000007626,Leisure
B07627,The Book Thief — Library07627,Markus Zusak,Historical Fiction,4,H27,LIB0000007627,Leisure
B07628,The Catcher in the Rye — Library07628,J.D. Salinger,Coming-of-Age,0,H28,LIB0000007628,Leisure
B07629,Pride and Prejudice — Library07629,Jane Austen,Romance,3,H29,LIB0000007629,Leisure
B07630,Educated — Library07630,Tara Westover,Memoir,3,H30,LIB0000007630,Leisure
B07631,It Ends with Us — Library07631,Colleen Hoover,Romance,0,H31,LIB0000007631,Leisure
B07632,The Great Gatsby — Library07632,F. Scott Fitzgerald,Classic,3,H32,LIB0000007632,Leisure
B07633,The Kite Runner — Library07633,Khaled Hosseini,Historical Fiction,5,H33,LIB0000007633,Leisure
B07634,Angels & Demons — Library07634,Dan Brown,Thriller,3,H34,LIB0000007634,Leisure
B07635,"The Lion, the Witch and the Wardrobe — Library07635",C.S. Lewis,Fantasy,0,H35,LIB0000007635,Leisure
B07636,The Book Thief — Library07636,Markus Zusak,Historical Fiction,5,H36,LIB0000007636,Leisure
B07637,"The Lion, the Witch and the Wardrobe — Library07637",C.S. Lewis,Fantasy,3,H37,LIB0000007637,Leisure
B07638,The Psychology of Money — Library07638,Morgan Housel,Finance,3,H38,LIB0000007638,Academic
B07639,The Hunger Games — Library07639,Suzanne Collins,Dystopian,3,H39,LIB0000007639,Leisure
B07640,To Kill a Mockingbird — Library07640,Harper Lee,Fiction,0,H40,LIB0000007640,Leisure
B07641,To Kill a Mockingbird — Library07641,Harper Lee,Fiction,2,H41,LIB0000007641,Leisure
B07642,Murder on the Orient Express — Library07642,Agatha Christie,Mystery,3,H42,LIB0000007642,Leisure
B07643,The Hunger Games — Library07643,Suzanne Collins,Dystopian,5,H43,LIB0000007643,Leisure
B07644,Atomic Habits — Library07644,James Clear,Self-Help,3,H44,LIB0000007644,Leisure
B07645,"The Lion, the Witch and the Wardrobe — Library07645",C.S. Lewis,Fantasy,2,H45,LIB0000007645,Leisure
B07646,The Kite Runner — Library07646,Khaled Hosseini,Historical Fiction,0,H46,LIB0000007646,Leisure
B07647,Angels & Demons — Library07647,Dan Brown,Thriller,1,H47,LIB0000007647,Leisure
B07648,A Thousand Splendid Suns — Library07648,Khaled Hosseini,Historical Fiction,1,H48,LIB0000007648,Leisure
B07649,The Silent Patient — Library07649,Alex Michaelides,Thriller,1,H49,LIB0000007649,Leisure
B07650,To Kill a Mockingbird — Library07650,Harper Lee,Fiction,4,H50,LIB0000007650,Leisure
B07651,The Hobbit — Library07651,J.R.R. Tolkien,Fantasy,4,H1,LIB0000007651,Leisure
B07652,The Psychology of Money — Library07652,Morgan Housel,Finance,3,H2,LIB0000007652,Academic
B07653,The Hobbit — Library07653,J.R.R. Tolkien,Fantasy,2,H3,LIB0000007653,Leisure
B07654,Rich Dad Poor Dad — Library07654,Robert Kiyosaki,Finance,3,H4,LIB0000007654,Academic
B07655,A Thousand Splendid Suns — Library07655,Khaled Hosseini,Historical Fiction,1,H5,LIB0000007655,Leisure
B07656,The Hobbit — Library07656,J.R.R. Tolkien,Fantasy,1,H6,LIB0000007656,Leisure
B07657,Educated — Library07657,Tara Westover,Memoir,0,H7,LIB0000007657,Leisure
B07658,The Psychology of Money — Library07658,Morgan Housel,Finance,5,H8,LIB0000007658,Academic
B07659,The Fault in Our Stars — Library07659,John Green,Romance,2,H9,LIB0000007659,Leisure
B07660,1984 — Library07660,George Orwell,Dystopian,5,H10,LIB0000007660,Leisure
B07661,The Book Thief — Library07661,Markus Zusak,Historical Fiction,0,H11,LIB0000007661,Leisure
B07662,The Alchemist — Library07662,Paulo Coelho,Fiction,0,H12,LIB0000007662,Leisure
B07663,1984 — Library07663,George Orwell,Dystopian,3,H13,LIB0000007663,Leisure
B07664,Percy Jackson: The Lightning Thief — Library07664,Rick Riordan,Fantasy,2,H14,LIB0000007664,Leisure
B07665,Educated — Library07665,Tara Westover,Memoir,5,H15,LIB0000007665,Leisure
B07666,The Kite Runner — Library07666,Khaled Hosseini,Historical Fiction,3,H16,LIB0000007666,Leisure
B07667,The Da Vinci Code — Library07667,Dan Brown,Mystery,1,H17,LIB0000007667,Leisure
B07668,It Ends with Us — Library07668,Colleen Hoover,Romance,2,H18,LIB0000007668,Leisure
B07669,The Book Thief — Library07669,Markus Zusak,Historical Fiction,0,H19,LIB0000007669,Leisure
B07670,Percy Jackson: The Lightning Thief — Library07670,Rick Riordan,Fantasy,3,H20,LIB0000007670,Leisure
B07671,To Kill a Mockingbird — Library07671,Harper Lee,Fiction,2,H21,LIB0000007671,Leisure
B07672,The Book Thief — Library07672,Markus Zusak,Historical Fiction,1,H22,LIB0000007672,Leisure
B07673,The Great Gatsby — Library07673,F. Scott Fitzgerald,Classic,3,H23,LIB0000007673,Leisure
B07674,A Thousand Splendid Suns — Library07674,Khaled Hosseini,Historical Fiction,3,H24,LIB0000007674,Leisure
B07675,Angels & Demons — Library07675,Dan Brown,Thriller,5,H25,LIB0000007675,Leisure
B07676,Rich Dad Poor Dad — Library07676,Robert Kiyosaki,Finance,1,H26,LIB0000007676,Academic
B07677,The Midnight Library — Library07677,Matt Haig,Fiction,3,H27,LIB0000007677,Leisure
B07678,The Great Gatsby — Library07678,F. Scott Fitzgerald,Classic,5,H28,LIB0000007678,Leisure
B07679,Sherlock Holmes — Library07679,Arthur Conan Doyle,Mystery,3,H29,LIB0000007679,Leisure
B07680,Sapiens — Library07680,Yuval Noah Harari,History,0,H30,LIB0000007680,Leisure
B07681,Angels & Demons — Library07681,Dan Brown,Thriller,4,H31,LIB0000007681,Leisure
B07682,The Hunger Games — Library07682,Suzanne Collins,Dystopian,0,H32,LIB0000007682,Leisure
B07683,Atomic Habits — Library07683,James Clear,Self-Help,5,H33,LIB0000007683,Leisure
B07684,Sherlock Holmes — Library07684,Arthur Conan Doyle,Mystery,4,H34,LIB0000007684,Leisure
B07685,The Alchemist — Library07685,Paulo Coelho,Fiction,2,H35,LIB0000007685,Leisure
B07686,It Ends with Us — Library07686,Colleen Hoover,Romance,5,H36,LIB0000007686,Leisure
B07687,Atomic Habits — Library07687,James Clear,Self-Help,5,H37,LIB0000007687,Leisure
B07688,Atomic Habits — Library07688,James Clear,Self-Help,2,H38,LIB0000007688,Leisure
B07689,Harry Potter and the Philosopher's Stone — Library07689,J.K. Rowling,Fantasy,1,H39,LIB0000007689,Leisure
B07690,The Diary of a Young Girl — Library07690,Anne Frank,Biography,3,H40,LIB0000007690,Leisure
B07691,Ikigai — Library07691,Héctor García,Self-Help,1,H41,LIB0000007691,Leisure
B07692,A Thousand Splendid Suns — Library07692,Khaled Hosseini,Historical Fiction,2,H42,LIB0000007692,Leisure
B07693,"The Lion, the Witch and the Wardrobe — Library07693",C.S. Lewis,Fantasy,5,H43,LIB0000007693,Leisure
B07694,The Fault in Our Stars — Library07694,John Green,Romance,2,H44,LIB0000007694,Leisure
B07695,The Da Vinci Code — Library07695,Dan Brown,Mystery,5,H45,LIB0000007695,Leisure
B07696,Harry Potter and the Philosopher's Stone — Library07696,J.K. Rowling,Fantasy,3,H46,LIB0000007696,Leisure
B07697,Sapiens — Library07697,Yuval Noah Harari,History,1,H47,LIB0000007697,Leisure
B07698,The Silent Patient — Library07698,Alex Michaelides,Thriller,3,H48,LIB0000007698,Leisure
B07699,The Silent Patient — Library07699,Alex Michaelides,Thriller,4,H49,LIB0000007699,Leisure
B07700,"The Lion, the Witch and the Wardrobe — Library07700",C.S. Lewis,Fantasy,0,H50,LIB0000007700,Leisure
B07701,The Hunger Games — Library07701,Suzanne Collins,Dystopian,5,H1,LIB0000007701,Leisure
B07702,The Hunger Games — Library07702,Suzanne Collins,Dystopian,3,H2,LIB0000007702,Leisure
B07703,The Midnight Library — Library07703,Matt Haig,Fiction,4,H3,LIB0000007703,Leisure
B07704,The Psychology of Money — Library07704,Morgan Housel,Finance,1,H4,LIB0000007704,Academic
B07705,Murder on the Orient Express — Library07705,Agatha Christie,Mystery,3,H5,LIB0000007705,Leisure
B07706,The Hunger Games — Library07706,Suzanne Collins,Dystopian,2,H6,LIB0000007706,Leisure
B07707,The Hunger Games — Library07707,Suzanne Collins,Dystopian,1,H7,LIB0000007707,Leisure
B07708,It Ends with Us — Library07708,Colleen Hoover,Romance,4,H8,LIB0000007708,Leisure
B07709,Harry Potter and the Philosopher's Stone — Library07709,J.K. Rowling,Fantasy,2,H9,LIB0000007709,Leisure
B07710,Sapiens — Library07710,Yuval Noah Harari,History,2,H10,LIB0000007710,Leisure
B07711,Harry Potter and the Philosopher's Stone — Library07711,J.K. Rowling,Fantasy,2,H11,LIB0000007711,Leisure
B07712,The Diary of a Young Girl — Library07712,Anne Frank,Biography,2,H12,LIB0000007712,Leisure
B07713,The Da Vinci Code — Library07713,Dan Brown,Mystery,0,H13,LIB0000007713,Leisure
B07714,The Midnight Library — Library07714,Matt Haig,Fiction,3,H14,LIB0000007714,Leisure
B07715,The Silent Patient — Library07715,Alex Michaelides,Thriller,3,H15,LIB0000007715,Leisure
B07716,The Fault in Our Stars — Library07716,John Green,Romance,3,H16,LIB0000007716,Leisure
B07717,The Great Gatsby — Library07717,F. Scott Fitzgerald,Classic,2,H17,LIB0000007717,Leisure
B07718,Sapiens — Library07718,Yuval Noah Harari,History,4,H18,LIB0000007718,Leisure
B07719,The Fault in Our Stars — Library07719,John Green,Romance,4,H19,LIB0000007719,Leisure
B07720,The Psychology of Money — Library07720,Morgan Housel,Finance,2,H20,LIB0000007720,Academic
B07721,"The Lion, the Witch and the Wardrobe — Library07721",C.S. Lewis,Fantasy,1,H21,LIB0000007721,Leisure
B07722,The Kite Runner — Library07722,Khaled Hosseini,Historical Fiction,3,H22,LIB0000007722,Leisure
B07723,The Great Gatsby — Library07723,F. Scott Fitzgerald,Classic,1,H23,LIB0000007723,Leisure
B07724,Angels & Demons — Library07724,Dan Brown,Thriller,4,H24,LIB0000007724,Leisure
B07725,The Book Thief — Library07725,Markus Zusak,Historical Fiction,4,H25,LIB0000007725,Leisure
B07726,The Fault in Our Stars — Library07726,John Green,Romance,3,H26,LIB0000007726,Leisure
B07727,Animal Farm — Library07727,George Orwell,Satire,5,H27,LIB0000007727,Leisure
B07728,The Midnight Library — Library07728,Matt Haig,Fiction,5,H28,LIB0000007728,Leisure
B07729,The Fault in Our Stars — Library07729,John Green,Romance,5,H29,LIB0000007729,Leisure
B07730,Animal Farm — Library07730,George Orwell,Satire,5,H30,LIB0000007730,Leisure
B07731,Murder on the Orient Express — Library07731,Agatha Christie,Mystery,0,H31,LIB0000007731,Leisure
B07732,Percy Jackson: The Lightning Thief — Library07732,Rick Riordan,Fantasy,0,H32,LIB0000007732,Leisure
B07733,Percy Jackson: The Lightning Thief — Library07733,Rick Riordan,Fantasy,5,H33,LIB0000007733,Leisure
B07734,Harry Potter and the Philosopher's Stone — Library07734,J.K. Rowling,Fantasy,4,H34,LIB0000007734,Leisure
B07735,Ikigai — Library07735,Héctor García,Self-Help,3,H35,LIB0000007735,Leisure
B07736,"The Lion, the Witch and the Wardrobe — Library07736",C.S. Lewis,Fantasy,3,H36,LIB0000007736,Leisure
B07737,Atomic Habits — Library07737,James Clear,Self-Help,4,H37,LIB0000007737,Leisure
B07738,Ikigai — Library07738,Héctor García,Self-Help,4,H38,LIB0000007738,Leisure
B07739,"The Lion, the Witch and the Wardrobe — Library07739",C.S. Lewis,Fantasy,5,H39,LIB0000007739,Leisure
B07740,The Kite Runner — Library07740,Khaled Hosseini,Historical Fiction,4,H40,LIB0000007740,Leisure
B07741,Sherlock Holmes — Library07741,Arthur Conan Doyle,Mystery,0,H41,LIB0000007741,Leisure
B07742,It Ends with Us — Library07742,Colleen Hoover,Romance,2,H42,LIB0000007742,Leisure
B07743,Educated — Library07743,Tara Westover,Memoir,3,H43,LIB0000007743,Leisure
B07744,The Hunger Games — Library07744,Suzanne Collins,Dystopian,1,H44,LIB0000007744,Leisure
B07745,The Psychology of Money — Library07745,Morgan Housel,Finance,3,H45,LIB0000007745,Academic
B07746,Angels & Demons — Library07746,Dan Brown,Thriller,3,H46,LIB0000007746,Leisure
B07747,"The Lion, the Witch and the Wardrobe — Library07747",C.S. Lewis,Fantasy,1,H47,LIB0000007747,Leisure
B07748,Educated — Library07748,Tara Westover,Memoir,3,H48,LIB0000007748,Leisure
B07749,"The Lion, the Witch and the Wardrobe — Library07749",C.S. Lewis,Fantasy,2,H49,LIB0000007749,Leisure
B07750,Rich Dad Poor Dad — Library07750,Robert Kiyosaki,Finance,3,H50,LIB0000007750,Academic
B07751,The Fault in Our Stars — Library07751,John Green,Romance,5,H1,LIB0000007751,Leisure
B07752,The Midnight Library — Library07752,Matt Haig,Fiction,5,H2,LIB0000007752,Leisure
B07753,The Catcher in the Rye — Library07753,J.D. Salinger,Coming-of-Age,0,H3,LIB0000007753,Leisure
B07754,The Great Gatsby — Library07754,F. Scott Fitzgerald,Classic,1,H4,LIB0000007754,Leisure
B07755,The Da Vinci Code — Library07755,Dan Brown,Mystery,2,H5,LIB0000007755,Leisure
B07756,1984 — Library07756,George Orwell,Dystopian,5,H6,LIB0000007756,Leisure
B07757,1984 — Library07757,George Orwell,Dystopian,2,H7,LIB0000007757,Leisure
B07758,Sapiens — Library07758,Yuval Noah Harari,History,3,H8,LIB0000007758,Leisure
B07759,It Ends with Us — Library07759,Colleen Hoover,Romance,1,H9,LIB0000007759,Leisure
B07760,Harry Potter and the Philosopher's Stone — Library07760,J.K. Rowling,Fantasy,3,H10,LIB0000007760,Leisure
B07761,The Hobbit — Library07761,J.R.R. Tolkien,Fantasy,0,H11,LIB0000007761,Leisure
B07762,Harry Potter and the Philosopher's Stone — Library07762,J.K. Rowling,Fantasy,1,H12,LIB0000007762,Leisure
B07763,Rich Dad Poor Dad — Library07763,Robert Kiyosaki,Finance,2,H13,LIB0000007763,Academic
B07764,Sapiens — Library07764,Yuval Noah Harari,History,4,H14,LIB0000007764,Leisure
B07765,Sapiens — Library07765,Yuval Noah Harari,History,5,H15,LIB0000007765,Leisure
B07766,Murder on the Orient Express — Library07766,Agatha Christie,Mystery,2,H16,LIB0000007766,Leisure
B07767,To Kill a Mockingbird — Library07767,Harper Lee,Fiction,1,H17,LIB0000007767,Leisure
B07768,Sherlock Holmes — Library07768,Arthur Conan Doyle,Mystery,3,H18,LIB0000007768,Leisure
B07769,Pride and Prejudice — Library07769,Jane Austen,Romance,4,H19,LIB0000007769,Leisure
B07770,The Catcher in the Rye — Library07770,J.D. Salinger,Coming-of-Age,1,H20,LIB0000007770,Leisure
B07771,Murder on the Orient Express — Library07771,Agatha Christie,Mystery,5,H21,LIB0000007771,Leisure
B07772,The Catcher in the Rye — Library07772,J.D. Salinger,Coming-of-Age,0,H22,LIB0000007772,Leisure
B07773,Rich Dad Poor Dad — Library07773,Robert Kiyosaki,Finance,4,H23,LIB0000007773,Academic
B07774,The Fault in Our Stars — Library07774,John Green,Romance,1,H24,LIB0000007774,Leisure
B07775,The Silent Patient — Library07775,Alex Michaelides,Thriller,3,H25,LIB0000007775,Leisure
B07776,Atomic Habits — Library07776,James Clear,Self-Help,1,H26,LIB0000007776,Leisure
B07777,The Catcher in the Rye — Library07777,J.D. Salinger,Coming-of-Age,2,H27,LIB0000007777,Leisure
B07778,The Da Vinci Code — Library07778,Dan Brown,Mystery,1,H28,LIB0000007778,Leisure
B07779,The Fault in Our Stars — Library07779,John Green,Romance,1,H29,LIB0000007779,Leisure
B07780,"The Lion, the Witch and the Wardrobe — Library07780",C.S. Lewis,Fantasy,5,H30,LIB0000007780,Leisure
B07781,Rich Dad Poor Dad — Library07781,Robert Kiyosaki,Finance,1,H31,LIB0000007781,Academic
B07782,The Da Vinci Code — Library07782,Dan Brown,Mystery,0,H32,LIB0000007782,Leisure
B07783,The Silent Patient — Library07783,Alex Michaelides,Thriller,4,H33,LIB0000007783,Leisure
B07784,Rich Dad Poor Dad — Library07784,Robert Kiyosaki,Finance,3,H34,LIB0000007784,Academic
B07785,Sapiens — Library07785,Yuval Noah Harari,History,5,H35,LIB0000007785,Leisure
B07786,Ikigai — Library07786,Héctor García,Self-Help,2,H36,LIB0000007786,Leisure
B07787,Sapiens — Library07787,Yuval Noah Harari,History,4,H37,LIB0000007787,Leisure
B07788,The Book Thief — Library07788,Markus Zusak,Historical Fiction,2,H38,LIB0000007788,Leisure
B07789,The Hunger Games — Library07789,Suzanne Collins,Dystopian,0,H39,LIB0000007789,Leisure
B07790,Percy Jackson: The Lightning Thief — Library07790,Rick Riordan,Fantasy,0,H40,LIB0000007790,Leisure
B07791,The Fault in Our Stars — Library07791,John Green,Romance,0,H41,LIB0000007791,Leisure
B07792,The Silent Patient — Library07792,Alex Michaelides,Thriller,4,H42,LIB0000007792,Leisure
B07793,The Alchemist — Library07793,Paulo Coelho,Fiction,0,H43,LIB0000007793,Leisure
B07794,Murder on the Orient Express — Library07794,Agatha Christie,Mystery,5,H44,LIB0000007794,Leisure
B07795,Angels & Demons — Library07795,Dan Brown,Thriller,0,H45,LIB0000007795,Leisure
B07796,Sherlock Holmes — Library07796,Arthur Conan Doyle,Mystery,3,H46,LIB0000007796,Leisure
B07797,Harry Potter and the Philosopher's Stone — Library07797,J.K. Rowling,Fantasy,5,H47,LIB0000007797,Leisure
B07798,Atomic Habits — Library07798,James Clear,Self-Help,1,H48,LIB0000007798,Leisure
B07799,The Kite Runner — Library07799,Khaled Hosseini,Historical Fiction,5,H49,LIB0000007799,Leisure
B07800,The Silent Patient — Library07800,Alex Michaelides,Thriller,2,H50,LIB0000007800,Leisure
B07801,The Book Thief — Library07801,Markus Zusak,Historical Fiction,1,H1,LIB0000007801,Leisure
B07802,The Silent Patient — Library07802,Alex Michaelides,Thriller,1,H2,LIB0000007802,Leisure
B07803,Animal Farm — Library07803,George Orwell,Satire,1,H3,LIB0000007803,Leisure
B07804,Angels & Demons — Library07804,Dan Brown,Thriller,1,H4,LIB0000007804,Leisure
B07805,Atomic Habits — Library07805,James Clear,Self-Help,3,H5,LIB0000007805,Leisure
B07806,The Psychology of Money — Library07806,Morgan Housel,Finance,2,H6,LIB0000007806,Academic
B07807,It Ends with Us — Library07807,Colleen Hoover,Romance,0,H7,LIB0000007807,Leisure
B07808,1984 — Library07808,George Orwell,Dystopian,0,H8,LIB0000007808,Leisure
B07809,Ikigai — Library07809,Héctor García,Self-Help,1,H9,LIB0000007809,Leisure
B07810,The Silent Patient — Library07810,Alex Michaelides,Thriller,0,H10,LIB0000007810,Leisure
B07811,The Silent Patient — Library07811,Alex Michaelides,Thriller,4,H11,LIB0000007811,Leisure
B07812,Educated — Library07812,Tara Westover,Memoir,0,H12,LIB0000007812,Leisure
B07813,"The Lion, the Witch and the Wardrobe — Library07813",C.S. Lewis,Fantasy,3,H13,LIB0000007813,Leisure
